category,question,answer
ID카드,"신입생(학부, 대학원, 복수전공생, 편입생 포함)인데, 학생증은 어떻게 발급 받나요?","◆ 연세 학사포탈서비스▶[학사정보 시스템]▶[학생증 발급] (우리은행 ID카드 발급신청 페이지로 자동연결)신청서를 작성하고, 관련 약관 및 기본 정보 확인 후 신청서(ID카드 발급신청서, 거래신청서, Uni체크카드회원 가입신청서)를 출력하여 자필 서명하고 우리은행 연세지점에 제출하면 됩니다.

*부서 : 종합서비스센터
*전화번호 : 02-2123-3202~4"
ID카드,지금 휴학중인데 학생증 발급가능한가요?,"◆ 휴학중에도 발급 가능합니다. 학생증 재발급 방법과 동일합니다.

*부서 : 종합서비스센터
*전화번호 : 02-2123-3202~4"
ID카드,"학생증을 재발급 신청했는데, 그동안 중앙도서관 출입은 어떻게 하나요?","◆ 학술정보원 (새 중앙도서관) U라운지(3310)에 방문하여, 신분증 지참후 임시학생증을 발급받습니다. 발급된 임시학생증의 사용기간은 2주이며, 학생증 재발급을 받은 후 임시 학생증은 즉시 반납하여야 합니다.

*부서 : 종합서비스센터
*전화번호 : 02-2123-3202~4"
ID카드,학생증이 아직 발급되지 않았을 때 전자출결은 어떻게 되나요?,"◆ 학생증이 아직 발급되지 않아 전자출결을 하지 못할 경우 해당 교과목 교수님이나 조교분께 말씀드리고 출결확인을 하시기 바랍니다.

*부서 : 종합서비스센터
*전화번호 : 02-2123-3202~4"
ID카드,학생증 재발급 신청은 어떻게 하나요?,"◆ 연세포탈서비스->[학사정보 시스템]->[학생증 발급]->[학생증/신분증관리]->[재발급 카드 신청]->[약관동의]->[학생증 신청] 재발급 신청시 다른 서류제출은 필요하지 않습니다. 재발급 신청한 후 약 1주일 후에 연세지점or국제지점 우리은행에서 수령하면 됩니다. 재발급의 경우에는 5,000원의 수수료가 부과됩니다.

*부서 : 종합서비스센터
*전화번호 : 02-2123-3202~4"
ID카드,"학생증을 분실했는데, 분실신고는 어떻게 하나요?","◆ 학생증에는 ID기능(전자출결, 도서관출입 등)과 금융기능이 있으므로 학교와 은행 양쪽 모두에 반드시 신고해야 합니다. * 학교 : 연세포탈서비스->[학사정보 시스템]->[학생증 발급]->[분실/훼손 관리]->[분실/훼손 신고]-> [등록] or (신촌캠퍼스 : 02-2123-3205, 원주캠퍼스 : 033-760-2166)로 분실 신고 * 은행: 우리은행 콜센터(1588-9955)로 분실 신고 또는 신분증 지참 후 가까운 우리은행 지점 방문.

*부서 : 종합서비스센터
*전화번호 : 02-2123-3202~4"
ID카드,학생증에 사진을 바꾸려면 어떻게 해야 하나요?,"◆ 연세포탈서비스->[학사정보 시스템]->[학생증 발급]->[학생증/신분증 관리]->[사진 변경 이력]->[등록] ->[파일열기]->[사진 업로드]->관리자의 승인(하루 소요) 후 사진변경 완료됩니다. 여기에서 사진을 변경하면 학사포탈시스템의 사진도 자동으로 변경됩니다.

*부서 : 종합서비스센터
*전화번호 : 02-2123-3202~4"
ID카드,새로 바뀐 학생증은 교통카드 기능이 있나요?,"◆ 학생증 자체에 충전식 교통카드로 되어있습니다.

*부서 : 종합서비스센터
*전화번호 : 02-2123-3202~4"
ID카드,학생증이 바뀐다던데 재학생도 재발급 받아야하나요?,"◆ 2008년 1학기 신입생부터 학생증이 신분증 기능 외에 전자화폐(K-Cash), 체크카드, 도서관 및 기숙사 출입통제, 전자출결 등 학교생활의 편의성을 제공하는 다기능카드로 발급됩니다. 재학생들은 반드시 재발급 받으실 필요는 없습니다.

*부서 : 종합서비스센터
*전화번호 : 02-2123-3202~4"
증명서,대리인을 통한 증명서 발급이 가능한가요?,"◆ 네, 가능합니다. 두가지 방법이 있습니다.
가. 발급기를 통한 발급: 별도 서류없이 위임받은 대리인이 직접 발급기에 의뢰인의 정보 (학번과 학사포탈비밀번호)를 입력해서 발급을 받을 수 있습니다.
나. 창구 교직원을 통한 발급: 가족 관계나 교직원 여부와 상관없이 아래 3가지 서류를 반드시 지참할 경우에만 발급 가능
1. 대리인 신분증 (여권, 주민증, 운전면허증)
2. 발급 대상자의 신분증
3. 위임장 (발급대상자가 직접 작성하고 서명해야 함)

*부서 : 종합서비스센터
*전화번호 : 02-2123-3200~5
(단, 기타 부서 전화번호 문의는 전화교환실 02-2123-2114)"
캠퍼스견학,초등학생도 정기견학이 가능한가요?,"초등학생들의 경우, 대부분의 학생들이 캠퍼스투어 프로그램에 집중하지 못하고, 흥미를 가지지 못하여 다른 투어객 분들이나 재학생들에게 오히려 불편을 끼치는 경우가 많습니다. 주말을 이용한 자율투어를 권유해 드립니다. *부서 : 홍보팀
*전화번호 : 02-2123-8572"
캠퍼스견학,직업체험 또는 진로체험의 형식으로 투어를 진행하나요?,"아닙니다. 저희가 실시하는 단체 및 정기 견학은 순수 학교 소개용 캠퍼스 투어이며, 직업체험 등의 성격으로 확인서를 발급해 드리지 않습니다. 다만, 실내에서 하는 프로그램 중 간단한 학과소개가 포함되어 있습니다.

*부서 : 홍보팀
*전화번호 : 02-2123-8572"
캠퍼스견학,I.N.延에서 입시관련 사항에 대한 자세한 설명을 해주시나요?,"입시에 관한 사항은 민감한 부분이므로 학생홍보대사인 IN延에서 안내해 드리지는 않습니다. 자세한 입시 정보는 입학처 홈페이지 (http://admission.yonsei.ac.kr) 또는 입학상담실 (02-2123-4131)로 연락하시면 됩니다.

*부서 : 홍보팀
*전화번호 : 02-2123-8572"
캠퍼스견학,비용이 드나요?,"단체 견학 및 정기 견학은 모두 무료입니다. 간혹 비용을 받고 견학을 오는 단체가 있어 물의를 빚고 있습니다. 이러한 단체가 적발될 경우 저희 학교에서는 견학을 취소할 수도 있으니 이점 양지하시기 바랍니다.

*부서 : 홍보팀
*전화번호 : 02-2123-8572"
캠퍼스견학,관심학과를 직접 가볼 수 있나요?,"견학 내용 중 간단한 학과소개는 있으나 그 학과를 직접 방문하는 것은 불가합니다. 또한 학생홍보대사와 동행하지 않고 무단으로 건물을 출입하는 등 면학분위기를 저해하는 행동은 불허합니다.

*부서 : 홍보팀
*전화번호 : 02-2123-8572"
캠퍼스견학,정기 견학 모이는 장소는 어디인가요?,"연세대학교 정문에서 직선으로 뻗어있는 백양로를 따라 약 200미터 가량 올라오시면 백양누리(건물번호 130번)가 있습니다. 예약하신 시간에 백양누리 동문광장에서 학생홍보대사를 만나실 수 있습니다.

*부서 : 홍보팀
*전화번호 : 02-2123-8572"
캠퍼스견학,단체 견학 모이는 장소는 어디인가요?,"연세대학교 정문에서 직선으로 뻗어있는 백양로를 따라 약 200미터 가량 올라오시면 백양누리(건물번호 130번)가 있습니다. 예약하신 시간에 백양누리 동문광장에서 학생홍보대사를 만나실 수 있습니다. .

*부서 : 홍보팀
*전화번호 : 02-2123-8572"
캠퍼스견학,신청하지 않고 방문해도 되나요?,"죄송합니다. 최근 신청하지 않고 무단으로 방문하는 단체가 많아 면학분위기에 지장을 주고 있으며, 이에 따라 저희 재학생들의 불만도 늘어나고 있습니다. 그러므로 홈페이지에 신청한 학교만 방문을 허가하고 있으니 양해하여 주시기 바랍니다.

*부서 : 홍보팀
*전화번호 : 02-2123-8572"
캠퍼스견학,신청결과 확인은 어떻게 하나요?,"“견학신청 예약확인”에서 신청하신 이메일 주소로 확인하실 수 있습니다.

*부서 : 홍보팀
*전화번호 : 02-2123-8572"
캠퍼스견학,"연세대학교 견학 전, 후에 학교 식당에서 식사 가능하나요?","식사를 하실 수 있습니다. 다만, 재학생들이 집중적으로 몰리는 시간(12:00~13:00)에는 식당이 혼잡하므로 이 시간대에는 피해 주시기 바라며 사전에 교내식당으로 문의하시기 바랍니다. (02-2123-4073)

*부서 : 홍보팀
*전화번호 : 02-2123-8572"
캠퍼스견학,연세대학교로 견학올 때 주차 요금은 모두 무료인가요?,"아닙니다. 사전에 신청한 단체의 대형버스에 한하여 별도의 주차비 없이 주차 가능하며, 개인 승용차를 가지고 오시는 경우 부득이 주차요금을 징수하오니 가능하면 대중교통을 이용하여 주시기 바랍니다. 또한 사전에 견학신청을 하지 않고 방문하는 대형 버스는 주차 요금을 징수합니다.

*부서 : 홍보팀
*전화번호 : 02-2123-8572"
도서관,학술정보원(도서관) 이용 시 장애인을 위한 서비스에 대해 알고 싶습니다.,"학술정보원(도서관)에서는 서가에서 직접 자료를 쉽게 찾아보기 어려운 장애인를 위하여 모든 도서관 소장자료를 대상으로 필요한 자료를 한 곳에서 열람하고 대출할 수 있도록 하는 One stop 서비스를 시행하고 있습니다. 1. 이용대상 : 서가에 직접 접근이 어려운 장애인
2. 서비스내용 : 단행본 도서의 대출 및 연속간행물, 참고도서의 열람 등 도서관 소장자료의 One stop 서비스
3. 이용방법 가. 도서대출 : 필요한 도서를 홈페이지에서 검색하여 대출가능 도서임을 확인한 후, 서명, 저자, 청구기호 및 방문예정시간을 지정하여 전화 또는 메일로 신청한 후 U-라운지 이용자통합서비스센터에서 대출. 나. 연속간행물 및 참고자료 열람 : 필요한 자료의 소장여부를 확인한 후 도서대출 신청과 같은 방법으로 신청하여 열람 및 복사 이용.
4. 유의사항 신청 1시간 이후부터 U-라운지 이용자통합서비스센터에서 바로 대출하거나, 열람, 복사할 수 있으며, 오후 5시 이후에 신청한 자료는 다음날 오전에, 토, 일요일에 신청한 자료는 월요일 오전에 대출 및 열람이 가능합니다.
5. 신청 및 문의 이용자통합서비팀(Tel : 2123-3311 ) E-mail : library1@yonsei.ac.kr

*부서 : 학술정보원
*전화번호 : 02-2123-6100"
도서관,타대학 학생인데 연세대학교 학술정보원(도서관)을 이용할 수 있나요?,"우리학교와 협약을 맺은 대학에 한하여 이용이 가능합니다.
1) 신촌지역 3개 대학(서강대학교, 이화여자대학교, 홍익대학교) 학생은 소속 대학 학생증으로 우리 도서관 출입이 가능합니다
2) 학술정보교류협의회 4개대학(고려대학교, 경희대학교, 성균관대학교, 한양대학교)은 대학원생의 경우 소속 학생증으로 우리 도서관 출입이 가능하지만 학부생은 ""자료열람의뢰서""를 발급받아서 학생증과 함께 가져오셔야 합니다
3) 학부, 대학원의 교환학점 수강대학: 고려대, 이화여대 서강대, KAIST, 국방대학원, 성균관대 학생 중 우리학교에서 교환학점을 수강할 경우에는 소속대학 학생증만으로 우리 대학의 도서관을 들어오실 수 있습니다. 경우에 따라 대출도 가능하며 이와 관련한 자세한 내용은 학술정보원 이용자통합서비스센터(t. 2123-6100)으로 문의하세요.

*부서 : 학술정보원
*전화번호 : 02-2123-6100"
도서관,일반인(외부인)이 연세대학교 학술정보원(도서관)을 이용할 수 있나요?,"일반인(외부인)의 경우 도서관 회원제 서비스에 가입하시면 도서관에서 제공하는 각종 서비스를 받을 수 있습니다. 회원제서비스는 1년 단위로 선착순 100명을 모집하며 연회비는 30만원입니다. 도서 대출은 5책 15일간 이용가능하며 자료열람실의 이용이 가능합니다. 회원제 가입 이외에 우리 도서관에만 있는 자료를 열람하고자 할 경우에는, 일일단위의 출입이 가능합니다, 자료열람실 개방시간동안 학술정보관1층 유라운지 쪽 출입안내 데스크에 신분증을 맡기고 인적사항을 기재하신 후 임시출입증을 교부받아 자료열람실에 들어갈 수 있습니다. 보다 자세한 사항은 학술정보원 홈페이지 http://library.yonsei.ac.kr을 참고해주세요.

*부서 : 학술정보원
*전화번호 : 02-2123-6100"
도서관,학술정보원(도서관)의 운영 시간은 어떻게 되나요?,"학술정보원(도서관)의 운영시간은 학기 중은 월-금: 오전 9시~오후 10시, 토: 오전 9시~오후 5시입니다. 방학 중은 월-금: 오전 9시~오후 8시, 토: 오전 9시~오후 5시입니다. 일요일/공휴일은 휴관이나 중앙도서관 1층의 24시 열람실은 연중 24시간 운영합니다. 보다 자세한 사항은 학술정보원 홈페이지 http://library.yonsei.ac.kr을 참고해주세요.

*부서 : 학술정보원
*전화번호 : 02-2123-6100"
도서관,졸업생(동문)의 경우 학술정보원(도서관)이용과 대출이 가능한가요?,"졸업생의 경우 신촌캠퍼스를 포함한 국제캠퍼스 도서관의 도서를 대출하기 위한 신청방법은 두가지가 있습니다. 첫번째는 졸업생 연회원으로서 이용하는 방법, 두번째 총 동문회 평생회비 납부자로서 이용하는 방법입니다. 먼저 졸업생 연회원으로 이용하시려면 연회비(발전기금)를 내시고 1년간 도서대출 및 시설이용을 하시면 됩니다. 두번째로 총 동문회 평생회비 납부자로서 이용하시려면 우선 동문회에 평생회비(lifetime membership fee)를 납부하신 후 ‘평생회원’이 되신 후 도서관 이용신청을 하시면 가능합니다. 신청장소는 신촌캠퍼스는 연세•삼성 학술정보관 1층 유라운지 내에 있는 이용자통합서비스데스크에서, 국제캠퍼스는 언더우드기념도서관 1층 이용자통합서비스데스크로 오시면 대출증을 발급해드립니다. 참고로, 일회성 방문이나 단발성 연구 목적의 인쇄자료 복사는 언제든 가능합니다. 자료의 대출이 아닌 시설이용의 경우, 학생증을 소지하고 있는 졸업생의 경우, 도서관을 이용하고자 할 떄에는 학술정보원 출입구에서 신분증과 ""일일출입증""을 교환하여 받으시고, ""일일출입증""으로 좌석배정을 받아서 일반 열람실을 이용할 수 있습니다(딴, 시험기간 제외), 다만 일반 재학생들의 경우처럼 카드를 인식하고 출입은 되지 않습니다. 보다 자세한 사항은 학술정보원 홈페이지 http://library.yonsei.ac.kr을 참고해주세요.

*부서 : 학술정보원
*전화번호 : 02-2123-6100"
성폭력/성평등,성폭력예방교육은 어떻게 이루어지나요?,"성폭력예방교육은 학생, 직원, 교원들을 대상으로 매년 의무교육을 실시하고 있습니다. 개인 또는 학내 그룹(동아리, 학과, 직원 모임 등)에서 성폭력예방교육을 받기 원하는 경우 성평등센터 상담실로 교육 의뢰를 하실 수 있습니다.

*부서 : 성평등센터
*전화번호 : 02-2123-2118"
성폭력/성평등,성평등센터 상담실은 연세 구성원 누구나 이용할 수 있나요?,"성평등센터 상담실은 연세대학교에 소속된 학생, 직원, 교원 모두 이용 가능합니다.

*부서 : 성평등센터
*전화번호 : 02-2123-2118"
성폭력/성평등,성폭력 상담 및 신고 절차는 어떻게 이루어지나요?,"성폭력 상담을 원하시는 경우 사전 약속 후 성평등센터로 내방하시거나 전화나 이메일을 통하여 상담이 가능합니다. 성폭력사건은 본인 또는 제 3자가 신고할 수 있으며 조사 절차는 학내 규정에 의거하여 이루어집니다. 조사 과정에서 신고인, 피신고인, 참고인의 신상정보는 비밀 보장됩니다. (helper@yonsei.ac.kr)

*부서 : 성평등센터
*전화번호 : 02-2123-2118"
장애학생지원,학내 장애인 편의시설에는 어떠한 것들이 있나요?,"연세대학교에는 지체 및 뇌병변, 시각, 청각 장애인을 위한 각종 편의시설이 구비되어 있습니다. 지체 및 뇌병변 장애인을 위한 엘리베이터, 경사로, 자동문, 장애인화장실 등이 있고, 시각장애인을 위한 점자 유도블럭, 점자안내판, 촉지도 등이 있으며, 청각장애인을 위한 시각 경보등이 있습니다. 이와 같은 학내 장애인 편의시설이 고장나거나 문제가 발생하게 되면, 장애학생지원센터 또는 시설처, 해당 건물 경비실에 신고하여, 장애인이 이용하는데 불편함이 없도록 해 주시기 바랍니다.

*부서 : 장애학생지원센터
*전화번호 : 02-2123-3633~4"
장애학생지원,"장애학생도우미는 어떻게 신청하고, 어떤 활동을 하나요?","장애학생도우미는 본교 장애학생의 학업수행 및 대학생활을 위한 강의대필, 이동지원, 생활지원, 교재제작지원 등의 활동을 수행하게 됩니다. 매 학기 수강신청 기간 전 주부터 본교 홈페이지(메인, 장애학생지원센터, 취업팀 등)에 모집공고가 게시됩니다. 특히, 2015학년도부터 장애학생도우미는 한국장학재단에 국가근로로 등록되게 되어, 다른 교내 근로와 중복으로 활동이 어려우며, 국가근로장학생에 준하는 절차를 수행하게 됩니다. 또한, 장애학생도우미는 본교(신촌/국제) 재학생이 활동할 수 있습니다.

*부서 : 장애학생지원센터
*전화번호 : 02-2123-3633~4"
도서관,언더우드기념도서관에 소장된 모든 도서를 신촌캠퍼스에서 대출하여 볼 수 있나요?,"언더우드기념도서관 4층 창의열람실에 소장된 자료 중, 강의도서와 신간도서 등 일부자료는 국제캠퍼스 내에서만 빌려볼 수 있습니다. 이렇게 정한 이유는, 아직 신촌에 비해 소장자료가 많지 않은 점과, 재학생에 비해 자료이용이 익숙하지 않은 신입생들의 자료이용 편의를 고려하였기 때문입니다. 나머지 일반 도서들은 홈페이지에서 예약신청하면 24시간 이내에 배송서비스를 통하여 신촌에서도 대출할 수 있습니다.

*부서 : 언더우드기념도서관
*전화번호 : 032-749-3300~1"
도서관,언더우드기념도서관에서 빌린 책을 신촌캠퍼스 도서관에서 반납해도 되나요?,"자료는 빌린 곳에서 반납하는 것이 원칙이나, 두 캠퍼스를 모두 이용하는 이용자들의 편의를 위해 신촌캠퍼스 연세•삼성 학술정보관 1층 유라운지 내에 있는 이용자통합서비스데스크와 국제캠퍼스 언더우드기념도서관 1층 이용자통합서비스데스크에서 각각 양 캠퍼스 자료를 모두 반납 받고 있습니다. 주의하실 점은 반납 시 다른 캠퍼스 소속 자료임을 담당자에게 알려주셔야 합니다. 예를 들어 신촌에서 국제캠퍼스 자료를 반납하실 때에는, 유라운지내에 있는 이용자통합서비스데스크를 이용하시고 반드시 국제캠퍼스 소장 도서임을 밝혀주시기 바랍니다.

*부서 : 언더우드기념도서관
*전화번호 : 032-749-3300~1"
도서관,국제캠퍼스 학생이 신촌캠퍼스 학술정보원(도서관)도서관의 소장자료를 대출하는 방법이 있나요?,"국제캠퍼스 소속 학생들과 교직원들은 신촌캠퍼스 도서관 소장 자료를 “예약”기능을 통하여 국제캠퍼스로 배송 요청할 수 있습니다. 학기 중에는 하루 1~2회, 방학 중에는 하루 1회 셔틀버스를 통해서 배송요청된 도서가 언더우드기념도서관 1층 이용자통합서비스데스크로 배달됩니다.

*부서 : 언더우드기념도서관
*전화번호 : 032-749-3300~1"
도서관,졸업생(동문)의 경우 언더우드기념도서관의 도서를 대출할 수 있나요?,"졸업생의 경우 연세대학교 학술정보원의 모든 규정이 동일하게 적용됩니다. 신촌캠퍼스를 포함한 국제캠퍼스 도서관의 도서를 대출하기 위한 신청방법은 두가지가 있습니다. 첫번째는 졸업생 연회원으로서 이용하는 방법, 두번째 총 동문회 평생회비 납부자로서 이용하는 방법입니다. 먼저 졸업생 연회원으로 이용하시려면 연회비(발전기금)를 내시고 1년간 도서대출 및 시설이용을 하시면 됩니다. 두번째로 총 동문회 평생회비 납부자로서 이용하시려면 우선 동문회에 평생회비(lifetime membership fee)를 납부하신 후 ‘평생회원’이 되신 후 도서관 이용신청을 하시면 가능합니다. 신청장소는 신촌캠퍼스는 연세•삼성 학술정보관 1층 유라운지 내에 있는 이용자통합서비스데스크에서, 국제캠퍼스는 언더우드기념도서관 1층 이용자통합서비스데스크로 오시면 대출증을 발급해드립니다. 참고로, 일회성 방문이나 단발성 연구 목적의 인쇄자료 복사는 언제든 가능합니다.

*부서 : 언더우드기념도서관
*전화번호 : 032-749-3300~1"
도서관,언더우드기념도서관의 운영 시간은 어떻게 되나요?,"언더우드기념도서관의 운영시간은 학기 중은 월-금: 오전 8시 30분~오후 9시 30분 토: 오전 9시~오후 5시입니다. 방학 중은 월-목: 오전 9시~오후 8시, 금: 오전 9시~오후 6시, 토/일요일은 휴관입니다. 도서관 이용에 대한 보다 자세한 사항은 언더우드기념도서관 홈페이지 http://uml.yonsei.ac.kr 을 방문해주세요

*부서 : 언더우드기념도서관
*전화번호 : 032-749-3300~1"
생활관,생활관과 신촌역을 연결하는 교통편이 있나요?,"생활관 근처 서대문구청 정류장에서 버스 이용시 20분 내외로 신촌역에 도착 가능합니다.

*부서 : 생활관
*전화번호 : 02-2123-3601~3,3622"
생활관,생활관 벌점 규정이 있나요?,"생활관 입사시 배부하는 안내책자 내 상세 내용이 기재되어 있으며 누적 벌점 6점 이상 시 강제 퇴사 대상이 됩니다.

*부서 : 생활관
*전화번호 : 02-2123-3601~3,3622"
생활관,입사 신청 시기를 놓쳤는데 중간 입사가 가능한가요?,"중도 퇴사로 인한 결원 발생시 중간 입사자를 선발하오니 학기 초 생활관 홈페이지를 참고 하시기 바랍니다.

*부서 : 생활관
*전화번호 : 02-2123-3601~3,3622"
생활관,룸메이트를 선택할 수 있나요?,"공지된 호실 배정일에 선발을 거쳐 입사가 확정된 친구와 함께 룸메이트 신청을 하실 수 있습니다.

*부서 : 생활관
*전화번호 : 02-2123-3601~3,3622"
생활관,생활관은 어디에 있나요?,"연세대학교 북문 쪽에 위치해 있습니다.

*부서 : 생활관
*전화번호 : 02-2123-3601~3,3622"
생활관,생활관에는 어떤 부대시설이 있나요?,"독서실, 스터디룸, 빨래방, 셀프 세탁 및 다림방, 컴퓨터실, 휴게실, 체력단련실, 매점, 식당 등

*부서 : 생활관
*전화번호 : 02-2123-3601~3,3622"
생활관,생활관과 학교를 연결하는 셔틀버스가 운영되고 있나요?,"아침 통학시간과 낮 시간, 저녁 시간 등 생활관과 본교를 연결하는 셔틀버스가 운행되고 있습니다.

*부서 : 생활관
*전화번호 : 02-2123-3601~3,3622"
생활관,방마다 화장실 및 샤워실이 있나요?,"무악1, 2, 3, 4학사의 경우 각 층 간 샤워실과 화장실을 공동 사용하게 되며, 무악6학사(우정원)는 호실 내 샤워실 및 화장실이 설치되어 있습니다.

*부서 : 생활관
*전화번호 : 02-2123-3601~3,3622"
생활관,방은 몇 명이서 쓰고 방 시설은 어떻게 되나요?,"2인 1실(우정원의 경우 2인 1실과 3인 1실 선택 가능)로 기본적으로 옷장, 침대, 침대 시트, 수납 공간, 책상이 비치 되어 있습니다. 학생 별로 인터넷 포트가 있어 인터넷 역시 사용 가능합니다. 또한, 방 별 냉난방 시설이 있어 편안하게 생활 가능합니다.

*부서 : 생활관
*전화번호 : 02-2123-3601~3,3622"
생활관,기숙사 내 식당이 있나요?,"무악2학사 지하에 아침, 점심, 저녁을 제공하는 식당이 위치하여, 식권을 구입한 뒤 사용하실 수 있습니다. 또한 간단한 조리가 가능한 셀프키친이 4학사에 위치해 신청 뒤 사용하실 수 있습니다.

*부서 : 생활관
*전화번호 : 02-2123-3601~3,3622"
생활관,통금 시간이 있나요?,"기숙사 출입시간은 오전 5시 30분부터 오전 1시까지며 비사생은 상시 출입금지 입니다. (단, 시험기간에는 출입시간이 오후 2시까지로 연장됩니다.)

*부서 : 생활관
*전화번호 : 02-2123-3601~3,3622"
생활관,"생활관 입사 신청 자격, 입사 신청 방법, 선발 기준 등이 궁금해요.","무악1, 2, 6학사는 부모님과 본인의 주소지가 서울이외의 지역이어야 하며 직전학기 성적 4.3 기준 2.7 이상인 학생이 신청 대상으로, 선발은 컴퓨터 추첨으로 합니다. 무악3학사는 의,치의예과 2학년, 의학과(의학전문대학원 포함), 치의학과(치의학전문대학원 포함), 간호학과 학생이 신청대상이며, 신청 및 선발은 소속 대학에서 서류 접수 후 먼거리와 고학년을 우선 선발합니다. 무악4학사(국가고시동)는 국가고시를 준비하는 재학생 및 휴학생으로써 일반고시는 '국가고시지원센터'에서 모의고사 성적으로 선발되며, 로스쿨의 경우 법학전문대학에서 재학중인 학생 중 지방 거주자를 우선으로 선발합니다. 또한 무악1, 2, 3, 4, 6학사에서 생활하게 될 모든 사생은 입사 당일, 흉부X선 진단서를 제출하여야 합니다.

*부서 : 생활관
*전화번호 : 02-2123-3601~3,3622"
생활관,국제학사(Int'l House)와 SK국제학사(SK Global House)의 기숙사 규정은 어떤 것이 있나요?,"기숙사의 규정은 http://ih.yonsei.ac.kr/?code=0208에서 자세히 살펴보실 수 있습니다. 모든 불법행위의 금지는 물론이고, 이성의 방을 방문할 수 없으며, 외부인의 숙박을 금합니다. 방문자가 있을 시 정해진 절차를 따라야 하며, 타인과 출입 카드를 공유하거나 타인에게 양도하시면 안됩니다. 타인에게 신체적, 정신적인 피해를 주거나 기숙사 내 음주, 흡연 불가하며 기숙사 시설 파괴 등 기타 여러가지 불미스러운 행동이 있을 시 규정에 따라 벌점을 받거나 퇴사당할 수 있습니다. 퇴사명령을 받았을 시, 학기 초라도 환불이 없습니다.

*부서 : 생활관
*전화번호 : 02-2123-3601~3,3622"
생활관,기숙사에 인터넷은 제공되나요? 와이파이(Wifi)로 사용 가능한가요?,"기숙사 내 인터넷은 사용가능하십니다만, 2015학년 현재 기숙사 방에서는 LAN선을 이용 하셔야 합니다. 로비와 각층 라운지 등 공용구역에서만 와이파이 사용 가능하며, 연세대학교 Wifi 접속을 위해 ID와 Password가 필요한데, 이는 해당 학과나 프로그램에 문의하시기 바랍니다.

*부서 : 생활관
*전화번호 : 02-2123-3601~3,3622"
생활관,개인적으로 사정이 생겨 중간에 퇴사하고 싶으면 어떻게 하나요? 이때 기숙사비를 환불 받을 수 있나요?,"기숙사비 환불 규정을 기숙사 홈페이지에서 확인하시기 바랍니다. (http://ih.yonsei.ac.kr/?code=0210) 2015학년 현재 환불 규정으로는 기숙사 학기별 입퇴사일의 중간일 이전까지 기숙사를 떠나시는 경우에는 환불요청이 가능합니다. 즉, 중간일 이후에는 환불이 없습니다. 미리 이메일로 퇴사예정일을 기숙사에 알려주시고 자세한 사항을 문의하세요. 실제 퇴사일 또는 그날 이후 환불신청서를 작성해 진행할 수 있으며 환불은 은행계좌를 통해 지급되며 3주정도 걸립니다. 한국 외 국가의 통장으로도 받을 수 있으나 이때 발생하는 은행수수료와 환율 등을 고려하시기 바라며, 한국내 은행 계좌(특히 우리은행)로 환불받으시면 환불에정액 전액을 그대로 받을 수 있습니다.

*부서 : 생활관
*전화번호 : 02-2123-3601~3,3622"
생활관,기숙사 입사/퇴사를 원하는 날 할 수는 없나요?,"먼저 기숙사 홈페이지에 매해 지정되는 학기별, 프로그램별 기숙사 입/퇴사일을 확인하시기 바랍니다. (http://ih.yonsei.ac.kr/?code=0207) 학기와 학기 사이 날짜가 며칠 안되어 기숙사 방점검과 청소에 필요한 시간으로 인해 지정된 입사일보다 일찍 입사는 불가능합니다. 개인 일정으로 지정 퇴사일보다 일찍 나가시는 것은 무관합니다만 이메일로 미리 알려주시기 바랍니다. 퇴사시에는 청소 등을 마치고 방점검을 받은 후 퇴사하셔야 합니다.

*부서 : 생활관
*전화번호 : 02-2123-3601~3,3622"
생활관,기숙사에 룸메이트 배정은 어떻게 되나요?,"이메일로 신청가능합니다. 100% 보장할수는 없지만 가능한한 최대한 요청하신 룸메이트와 같이 방배정을 할 수 있도록 노력하고 있습니다. 두 학생 모두 기숙사 신청이 합격되신 후 기숙사비 수납마감일까지 입금을 하신후, 수납마감일 다음날부터 1주일간 룸메이트 신청을 이메일로 받습니다. 특정 학생과 룸메이트를 원하시면 두학생 모두의 정보 (이름, 학생번호, 여권번호)를 적으시고, 특정 언어권이나 국가를 원하시면 그 내용을 적어서 보내주세요. 학생의 개인적인 생활 습관이나 인성 등에 대해서는 파악이 어려우므로 양해 바랍니다.

*부서 : 생활관
*전화번호 : 02-2123-3601~3,3622"
생활관,기숙사에 얼마 동안 살 수 있나요? 월별로 살 수 있나요?,"기숙사는 월별이 아닌 학기별로 운영됩니다. 먼저 기숙사 홈페이지(http://ih.yonsei.ac.kr/)에 매해 지정되는 학기별, 프로그램별 기숙사 입/퇴사일을 확인하시기 바랍니다. 교환학생 및 외국인 국적의 학생의 경우, 일단 기숙사에 체류하게 되면 다음 학기에 대한 연장신청 기간이 따로 있는데 기간에 맞추어 신청을 계속 하시는 경우, 장기 체류 가능합니다. 한국어학당 학생의 경우는 2학기 체류가능합니다. 내국인 학생의 경우는 입사를 한번 하셨다고 해도, 겨울학기를 제외하고, 기본적으로 연장 신청이 불가합니다.

*부서 : 생활관
*전화번호 : 02-2123-3601~3,3622"
